S.No,Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,Unnamed: 10,ATA,Unnamed: 12,Unnamed: 13,__sheet__,dep_delay_min,arr_delay_min
,6E1185,2025-07-25,Mumbai(BOM),Colombo(CMB),A20N(VT-IJZ),02:07:00,2025-07-25 06:10:00,2025-07-25 06:54:00,2025-07-25 08:45:00,,2025-07-25 09:00:00,,,6AM - 9AM,44.0,15.0
,6E1185,2025-07-24,Mumbai(BOM),Colombo(CMB),A20N(VT-ITZ),02:02:00,2025-07-24 06:10:00,2025-07-24 06:34:00,2025-07-24 08:45:00,,2025-07-24 08:36:00,,,6AM - 9AM,24.0,-9.0
,6E1185,2025-07-23,Mumbai(BOM),Colombo(CMB),A20N(VT-IPU),02:06:00,2025-07-23 06:10:00,2025-07-23 07:31:00,2025-07-23 08:45:00,,2025-07-23 09:37:00,,,6AM - 9AM,81.0,52.0
,6E1185,2025-07-22,Mumbai(BOM),Colombo(CMB),A20N(VT-IIQ),02:03:00,2025-07-22 06:10:00,2025-07-22 07:07:00,2025-07-22 08:45:00,,2025-07-22 09:10:00,,,6AM - 9AM,57.0,25.0
,6E1185,2025-07-21,Mumbai(BOM),Colombo(CMB),A20N(VT-IQI),02:02:00,2025-07-21 06:10:00,2025-07-21 07:14:00,2025-07-21 08:45:00,,2025-07-21 09:16:00,,,6AM - 9AM,64.0,31.0
,6E1185,2025-07-20,Mumbai(BOM),Colombo(CMB),A20N(VT-ITZ),02:04:00,2025-07-20 06:10:00,2025-07-20 06:52:00,2025-07-20 08:45:00,,2025-07-20 08:55:00,,,6AM - 9AM,42.0,10.0
,6E1185,2025-07-19,Mumbai(BOM),Colombo(CMB),A20N(VT-IJY),02:20:00,2025-07-19 06:10:00,2025-07-19 06:28:00,2025-07-19 08:45:00,,2025-07-19 08:48:00,,,6AM - 9AM,18.0,3.0
,6E1185,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
7.0,6E5349,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E5349,2025-07-25,Mumbai(BOM),Nagpur(NAG),A21N(VT-ICZ),—,2025-07-25 06:10:00,2025-07-25 06:26:00,2025-07-25 07:45:00,,,,,6AM - 9AM,16.0,
,6E5349,2025-07-24,Mumbai(BOM),Nagpur(NAG),A21N(VT-ILC),01:04:00,2025-07-24 06:10:00,2025-07-24 06:13:00,2025-07-24 07:45:00,,2025-07-24 07:17:00,,,6AM - 9AM,3.0,-28.0
,6E5349,2025-07-23,Mumbai(BOM),Nagpur(NAG),A21N(VT-ILC),01:04:00,2025-07-23 06:10:00,2025-07-23 06:25:00,2025-07-23 07:45:00,,2025-07-23 07:29:00,,,6AM - 9AM,15.0,-16.0
,6E5349,2025-07-22,Mumbai(BOM),Nagpur(NAG),A21N(VT-ILC),01:05:00,2025-07-22 06:10:00,2025-07-22 06:17:00,2025-07-22 07:45:00,,2025-07-22 07:22:00,,,6AM - 9AM,7.0,-23.0
,6E5349,2025-07-21,Mumbai(BOM),Nagpur(NAG),A21N(VT-ICZ),01:09:00,2025-07-21 06:10:00,2025-07-21 06:30:00,2025-07-21 07:45:00,,2025-07-21 07:40:00,,,6AM - 9AM,20.0,-5.0
,6E5349,2025-07-20,Mumbai(BOM),Nagpur(NAG),A21N(VT-ICZ),01:06:00,2025-07-20 06:10:00,2025-07-20 06:09:00,2025-07-20 07:45:00,,2025-07-20 07:15:00,,,6AM - 9AM,-1.0,-30.0
,6E5349,2025-07-19,Mumbai(BOM),Nagpur(NAG),A21N(VT-ICZ),01:05:00,2025-07-19 06:10:00,2025-07-19 06:19:00,2025-07-19 07:45:00,,2025-07-19 07:24:00,,,6AM - 9AM,9.0,-21.0
,6E5349,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
8.0,QO342,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,QO342,2025-07-25,Mumbai(BOM),Delhi(DEL),B738(VT-AAZ),01:41:00,2025-07-25 06:15:00,2025-07-25 06:27:00,2025-07-25 08:25:00,,2025-07-25 08:09:00,,,6AM - 9AM,12.0,-16.0
,QO342,2025-07-24,Mumbai(BOM),Delhi(DEL),B738(VT-AAZ),01:46:00,2025-07-24 06:15:00,2025-07-24 06:22:00,2025-07-24 08:25:00,,2025-07-24 08:08:00,,,6AM - 9AM,7.0,-17.0
,QO342,2025-07-23,Mumbai(BOM),Delhi(DEL),B738(VT-AAZ),01:49:00,2025-07-23 06:15:00,2025-07-23 06:37:00,2025-07-23 08:25:00,,2025-07-23 08:26:00,,,6AM - 9AM,22.0,1.0
,QO342,2025-07-22,Mumbai(BOM),Delhi(DEL),B738(VT-AAZ),01:39:00,2025-07-22 06:15:00,2025-07-22 06:11:00,2025-07-22 08:25:00,,2025-07-22 07:49:00,,,6AM - 9AM,-4.0,-36.0
,QO342,2025-07-21,Mumbai(BOM),Delhi(DEL),B738(VT-BAZ),01:38:00,2025-07-21 06:15:00,2025-07-21 06:13:00,2025-07-21 08:25:00,,2025-07-21 07:52:00,,,6AM - 9AM,-2.0,-33.0
,QO342,2025-07-20,Mumbai(BOM),Delhi(DEL),B738(VT-BAZ),01:40:00,2025-07-20 06:15:00,2025-07-20 05:59:00,2025-07-20 08:25:00,,2025-07-20 07:39:00,,,6AM - 9AM,-16.0,-46.0
,QO342,2025-07-19,Mumbai(BOM),Delhi(DEL),B738(VT-BAZ),01:39:00,2025-07-19 06:15:00,2025-07-19 06:18:00,2025-07-19 08:25:00,,2025-07-19 07:57:00,,,6AM - 9AM,3.0,-28.0
,QO342,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
9.0,6E6794,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E6794,2025-07-25,Mumbai(BOM),Udaipur(UDR),A21N(VT-IMZ),01:03:00,2025-07-25 06:15:00,2025-07-25 06:31:00,2025-07-25 07:40:00,,2025-07-25 07:34:00,,,6AM - 9AM,16.0,-6.0
,6E6794,2025-07-24,Mumbai(BOM),Udaipur(UDR),A21N(VT-IBW),01:07:00,2025-07-24 06:15:00,2025-07-24 06:24:00,2025-07-24 07:40:00,,2025-07-24 07:32:00,,,6AM - 9AM,9.0,-8.0
,6E6794,2025-07-23,Mumbai(BOM),Udaipur(UDR),A21N(VT-ICG),01:02:00,2025-07-23 06:15:00,2025-07-23 06:33:00,2025-07-23 07:40:00,,2025-07-23 07:35:00,,,6AM - 9AM,18.0,-5.0
,6E6794,2025-07-22,Mumbai(BOM),Udaipur(UDR),A21N(VT-ICO),01:00:00,2025-07-22 06:15:00,2025-07-22 06:22:00,2025-07-22 07:40:00,,2025-07-22 07:22:00,,,6AM - 9AM,7.0,-18.0
,6E6794,2025-07-21,Mumbai(BOM),Udaipur(UDR),A21N(VT-IBO),01:05:00,2025-07-21 06:15:00,2025-07-21 06:31:00,2025-07-21 07:40:00,,2025-07-21 07:36:00,,,6AM - 9AM,16.0,-4.0
,6E6794,2025-07-20,Mumbai(BOM),Udaipur(UDR),A21N(VT-IBY),01:05:00,2025-07-20 06:15:00,2025-07-20 06:21:00,2025-07-20 07:40:00,,2025-07-20 07:26:00,,,6AM - 9AM,6.0,-14.0
,6E6794,2025-07-19,Mumbai(BOM),Udaipur(UDR),A21N(VT-ILQ),01:03:00,2025-07-19 06:15:00,2025-07-19 06:24:00,2025-07-19 07:40:00,,2025-07-19 07:27:00,,,6AM - 9AM,9.0,-13.0
,6E6794,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
10.0,6E446,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E446,2025-07-25,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IIU),00:47:00,2025-07-25 06:20:00,2025-07-25 06:36:00,2025-07-25 07:40:00,,2025-07-25 07:23:00,,,6AM - 9AM,16.0,-17.0
,6E446,2025-07-24,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-ISM),00:55:00,2025-07-24 06:20:00,2025-07-24 06:19:00,2025-07-24 07:40:00,,2025-07-24 07:15:00,,,6AM - 9AM,-1.0,-25.0
,6E446,2025-07-23,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IIE),00:48:00,2025-07-23 06:20:00,2025-07-23 06:35:00,2025-07-23 07:40:00,,2025-07-23 07:23:00,,,6AM - 9AM,15.0,-17.0
,6E446,2025-07-22,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IJX),00:50:00,2025-07-22 06:20:00,2025-07-22 06:33:00,2025-07-22 07:40:00,,2025-07-22 07:23:00,,,6AM - 9AM,13.0,-17.0
,6E446,2025-07-21,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IXN),00:50:00,2025-07-21 06:20:00,2025-07-21 06:50:00,2025-07-21 07:40:00,,2025-07-21 07:40:00,,,6AM - 9AM,30.0,0.0
,6E446,2025-07-20,Mumbai(BOM),Ahmedabad(AMD),A20N(VT-IZD),00:49:00,2025-07-20 06:20:00,2025-07-20 06:27:00,2025-07-20 07:40:00,,2025-07-20 07:16:00,,,6AM - 9AM,7.0,-24.0
,6E446,2025-07-19,Mumbai(BOM),Ahmedabad(AMD),A320(VT-IFV),00:49:00,2025-07-19 06:20:00,2025-07-19 06:31:00,2025-07-19 07:40:00,,2025-07-19 07:20:00,,,6AM - 9AM,11.0,-20.0
,6E446,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
11.0,6E5223,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E5223,2025-07-25,Mumbai(BOM),Raipur(RPR),A21N(VT-IBU),01:32:00,2025-07-25 06:20:00,2025-07-25 06:29:00,2025-07-25 08:15:00,,2025-07-25 08:01:00,,,6AM - 9AM,9.0,-14.0
,6E5223,2025-07-24,Mumbai(BOM),Raipur(RPR),A21N(VT-IUO),01:33:00,2025-07-24 06:20:00,2025-07-24 06:33:00,2025-07-24 08:15:00,,2025-07-24 08:06:00,,,6AM - 9AM,13.0,-9.0
,6E5223,2025-07-23,Mumbai(BOM),Raipur(RPR),A21N(VT-IRY),01:31:00,2025-07-23 06:20:00,2025-07-23 06:40:00,2025-07-23 08:15:00,,2025-07-23 08:11:00,,,6AM - 9AM,20.0,-4.0
,6E5223,2025-07-22,Mumbai(BOM),Raipur(RPR),A21N(VT-IRZ),01:28:00,2025-07-22 06:20:00,2025-07-22 06:27:00,2025-07-22 08:15:00,,2025-07-22 07:55:00,,,6AM - 9AM,7.0,-20.0
,6E5223,2025-07-21,Mumbai(BOM),Raipur(RPR),A21N(VT-ICO),01:41:00,2025-07-21 06:20:00,2025-07-21 06:46:00,2025-07-21 08:15:00,,2025-07-21 08:26:00,,,6AM - 9AM,26.0,11.0
,6E5223,2025-07-20,Mumbai(BOM),Raipur(RPR),A21N(VT-ICK),01:33:00,2025-07-20 06:20:00,2025-07-20 06:14:00,2025-07-20 08:15:00,,2025-07-20 07:47:00,,,6AM - 9AM,-6.0,-28.0
,6E5223,2025-07-19,Mumbai(BOM),Raipur(RPR),A21N(VT-ICY),01:30:00,2025-07-19 06:20:00,2025-07-19 06:29:00,2025-07-19 08:15:00,,2025-07-19 08:00:00,,,6AM - 9AM,9.0,-15.0
,6E5223,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
12.0,OV760,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,OV760,2025-07-25,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVG),02:03:00,2025-07-25 06:25:00,2025-07-25 06:33:00,2025-07-25 07:25:00,,2025-07-25 07:05:00,,,6AM - 9AM,8.0,-20.0
,OV760,2025-07-23,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVG),01:56:00,2025-07-23 06:25:00,2025-07-23 06:47:00,2025-07-23 07:25:00,,2025-07-23 07:13:00,,,6AM - 9AM,22.0,-12.0
,OV760,2025-07-22,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVI),02:01:00,2025-07-22 06:25:00,2025-07-22 06:45:00,2025-07-22 07:25:00,,2025-07-22 07:15:00,,,6AM - 9AM,20.0,-10.0
,OV760,2025-07-21,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVG),01:56:00,2025-07-21 06:25:00,2025-07-21 06:48:00,2025-07-21 07:25:00,,2025-07-21 07:14:00,,,6AM - 9AM,23.0,-11.0
,OV760,2025-07-20,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVG),02:00:00,2025-07-20 07:35:00,2025-07-20 08:00:00,2025-07-20 08:35:00,,2025-07-20 08:30:00,,,6AM - 9AM,25.0,-5.0
,OV760,2025-07-19,Mumbai(BOM),Muscat(MCT),A20N(A4O-OVI),02:00:00,2025-07-19 06:25:00,2025-07-19 06:55:00,2025-07-19 07:25:00,,2025-07-19 07:25:00,,,6AM - 9AM,30.0,0.0
,OV760,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
13.0,6E5188,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E5188,2025-07-25,Mumbai(BOM),Chennai(MAA),A21N(VT-ICW),01:34:00,2025-07-25 06:25:00,2025-07-25 06:32:00,2025-07-25 08:30:00,,2025-07-25 08:07:00,,,6AM - 9AM,7.0,-23.0
,6E5188,2025-07-24,Mumbai(BOM),Chennai(MAA),A21N(VT-ILO),01:33:00,2025-07-24 06:25:00,2025-07-24 06:37:00,2025-07-24 08:30:00,,2025-07-24 08:09:00,,,6AM - 9AM,12.0,-21.0
,6E5188,2025-07-23,Mumbai(BOM),Chennai(MAA),A21N(VT-IML),01:38:00,2025-07-23 06:25:00,2025-07-23 06:44:00,2025-07-23 08:30:00,,2025-07-23 08:22:00,,,6AM - 9AM,19.0,-8.0
,6E5188,2025-07-22,Mumbai(BOM),Chennai(MAA),A21N(VT-ILG),01:31:00,2025-07-22 06:25:00,2025-07-22 06:32:00,2025-07-22 08:30:00,,2025-07-22 08:03:00,,,6AM - 9AM,7.0,-27.0
,6E5188,2025-07-21,Mumbai(BOM),Chennai(MAA),A21N(VT-IUO),01:34:00,2025-07-21 06:25:00,2025-07-21 06:43:00,2025-07-21 08:30:00,,2025-07-21 08:17:00,,,6AM - 9AM,18.0,-13.0
,6E5188,2025-07-20,Mumbai(BOM),Chennai(MAA),A21N(VT-ICG),01:34:00,2025-07-20 06:25:00,2025-07-20 06:25:00,2025-07-20 08:30:00,,2025-07-20 07:58:00,,,6AM - 9AM,0.0,-32.0
,6E5188,2025-07-19,Mumbai(BOM),Chennai(MAA),A21N(VT-ICG),01:40:00,2025-07-19 06:25:00,2025-07-19 06:21:00,2025-07-19 08:30:00,,2025-07-19 08:02:00,,,6AM - 9AM,-4.0,-28.0
,6E5188,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
14.0,GF57,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,GF57,2025-07-25,Mumbai(BOM),Bahrain(BAH),A21N(A9C-XD),03:02:00,2025-07-25 06:30:00,2025-07-25 07:07:00,2025-07-25 07:30:00,,2025-07-25 07:39:00,,,6AM - 9AM,37.0,9.0
,GF57,2025-07-24,Mumbai(BOM),Bahrain(BAH),A21N(A9C-ND),02:55:00,2025-07-24 06:30:00,2025-07-24 06:25:00,2025-07-24 07:30:00,,2025-07-24 06:50:00,,,6AM - 9AM,-5.0,-40.0
,GF57,2025-07-23,Mumbai(BOM),Bahrain(BAH),A321(A9C-CC),02:53:00,2025-07-23 06:30:00,2025-07-23 06:49:00,2025-07-23 07:30:00,,2025-07-23 07:12:00,,,6AM - 9AM,19.0,-18.0
,GF57,2025-07-22,Mumbai(BOM),Bahrain(BAH),A21N(A9C-XD),02:56:00,2025-07-22 06:30:00,2025-07-22 06:36:00,2025-07-22 07:30:00,,2025-07-22 07:02:00,,,6AM - 9AM,6.0,-28.0
,GF57,2025-07-21,Mumbai(BOM),Bahrain(BAH),A21N(A9C-XD),02:53:00,2025-07-21 06:30:00,2025-07-21 09:29:00,2025-07-21 07:30:00,,2025-07-21 09:52:00,,,6AM - 9AM,179.0,142.0
,GF57,2025-07-20,Mumbai(BOM),Bahrain(BAH),A21N(A9C-NA),02:59:00,2025-07-20 06:30:00,2025-07-20 06:24:00,2025-07-20 07:30:00,,2025-07-20 06:53:00,,,6AM - 9AM,-6.0,-37.0
,GF57,2025-07-19,Mumbai(BOM),Bahrain(BAH),A21N(A9C-NB),02:55:00,2025-07-19 06:30:00,2025-07-19 06:34:00,2025-07-19 07:30:00,,2025-07-19 06:59:00,,,6AM - 9AM,4.0,-31.0
,GF57,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
15.0,AI2603,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI2603,2025-07-25,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTX),01:17:00,2025-07-25 06:35:00,2025-07-25 06:39:00,2025-07-25 08:30:00,,2025-07-25 07:56:00,,,6AM - 9AM,4.0,-34.0
,AI2603,2025-07-24,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTL),01:18:00,2025-07-24 06:35:00,2025-07-24 06:39:00,2025-07-24 08:30:00,,2025-07-24 07:58:00,,,6AM - 9AM,4.0,-32.0
,AI2603,2025-07-23,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTN),01:23:00,2025-07-23 06:35:00,2025-07-23 06:45:00,2025-07-23 08:30:00,,2025-07-23 08:08:00,,,6AM - 9AM,10.0,-22.0
,AI2603,2025-07-22,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTN),01:20:00,2025-07-22 06:35:00,2025-07-22 07:15:00,2025-07-22 08:30:00,,2025-07-22 08:35:00,,,6AM - 9AM,40.0,5.0
,AI2603,2025-07-21,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTK),01:17:00,2025-07-21 06:35:00,2025-07-21 06:49:00,2025-07-21 08:30:00,,2025-07-21 08:06:00,,,6AM - 9AM,14.0,-24.0
,AI2603,2025-07-20,Mumbai(BOM),Bengaluru(BLR),A20N(VT-RTN),01:21:00,2025-07-20 06:35:00,2025-07-20 06:33:00,2025-07-20 08:30:00,,2025-07-20 07:55:00,,,6AM - 9AM,-2.0,-35.0
,AI2603,2025-07-19,Mumbai(BOM),Bengaluru(BLR),A20N(VT-EXQ),01:16:00,2025-07-19 06:35:00,2025-07-19 06:37:00,2025-07-19 08:30:00,,2025-07-19 07:54:00,,,6AM - 9AM,2.0,-36.0
